TRANSACTION DETAILS,Category
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
MICRO ATM GST DATED 07121,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
IMPS 091117 3C,Other
TRF FROM  Indiaforensic SERVICES,Business Services
Indiaforensic MASTER ACQ INT27-2,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
INDO GIBL Indiaforensic STL02121,Other
FDRL/REAL TIME GROSS SETTL,Bank Transfers
NEFT/AXIC181511761846/SAB,Other
AEPS Indiaforensic INCOME 070217,Other
IMPS OW 26022016 1C,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
Indiaforensic SERVICES INDIA PVT,Business Services
RTGS/HDFCH18303142340/BAT,Other
Sweep Trf To: 40900036427,Bank Transfers
CHQ DEP/322/OWDEL1/UCBA/J,Other
CHQ DEP/3692/OWDEL1/UTIB/,Other
CASHDEP/KAROL BAGH/,Cash Deposits
RTGS/SBINH16168086990/Indfor,Other
NEFT/AXIC171236755480/Indfor,Other
FDRL/REAL TIME GROSS SETTL,Bank Transfers
IMPS 2210184C,Other
DSB MUTI Indfor 090115,Other
Indiaforensic NFS SETT 11-09-201,Other
IMPS I/W 221015 1C,Other
CR801213257115/RMCPL22386/1,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
CASHDEP/NOIDA/TP,Cash Deposits
Indiaforensic NFS SETT 28-12-201,Other
DSB CASH PICKP Indiaforensic GUR,Cash Deposits
RTGS/SBTRH15293220317/Indfor,Other
TRF TO  Indiaforensic SERVICES I,Business Services
RUPAY POS  QR SETTL 20071,Other
CASHDEP/HAUS KHAS/KAMAL,Cash Deposits
AEPS GST INC DT 27-02-201,Other
IMPS 2409183C,Other
CASHDEP/RAJOURI/,Cash Deposits
NEFT/P16050209460575/SL -,Other
BIGTREE ENTERTAINMENT PRI,Entertainment
BSES YAMUNA POWER LIMITED,Other
CASHDEP/GURGAON/,Cash Deposits
Indiaforensic AEPS NPCI WDL SET,Other
RTGS/HDFCH18034112946/PAY,Other
"Indiaforensic USA, INC./USD/2990",Other
RTGS/HDFCH17319040897/PAY,Other
BIGTREE ENTERTAINMENT PRI,Entertainment
CR814815648245/RMCPL09003/2,Other
ZAAK EPAYMENT SERVICES PR,Other
Indiaforensic RUPAY STL INTC0409,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
CR719211639586/RMCPL13878/1,Other
CR720513910295/RMCPL15030/2,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
AEPS Indiaforensic INCOME 310318,Other
CASHDEP/VIKASMARG/TP,Cash Deposits
TRF TO  Indiaforensic SERVICES I,Business Services
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
1196428:Int.Coll:01-08-20,Other
CR823614216207/RMCPL22293/2,Other
INDO GIBL Indiaforensic STL28071,Other
NEFT/KKBK162144038607/Acc,Other
CASHDEP/HAUS KHAS/CASH DE,Cash Deposits
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
CHQ DEP/785550/OWDEL1/SBI,Other
TRF FROM  Indiaforensic SERVICES,Business Services
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
CASHDEP/RAJOURI/,Cash Deposits
TRF FROM  Indiaforensic SERVICES,Business Services
"Service Tax, Edu Cess and",Other
RTGS/CITIH15338702926/PAY,Other
CASHDEP/KALYAN-W/,Cash Deposits
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
IMPS OW 23122016 1C,Other
NEFT/AXIC190115072410/Indfor,Other
Indiaforensic RUPAY STL INTC1911,Other
AEPS ACQ GFREP ADJ FEES 1,Other
LOCALCUBE COMMERCE PRIVAT,Business Services
AEPS INCOME DT 21-11-2018,Other
CASHDEP/PITAMPURA/TP,Cash Deposits
MAW/502964XXXXXX7564/Karu,Other
CHQ DEP/320933/OWDEL1/SBI,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
Indiaforensic  RUPAY SETT 161018,Other
BIGTREE ENTERTAINMENT PRI,Entertainment
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
IMPS OW 14092016 4C,Other
CASHDEP/INDORE/LCT,Cash Deposits
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
MEHAR ENTERTAINMENT PRIVA,Entertainment
INDIAIDEAS.COM LTD,Payment Gateways
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
INDIAIDEAS.COM LTD,Payment Gateways
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
Indiaforensic MAESTRO ACQ DOM301,Other
RTGS/IDFBH18017300947/ART,Other
CASHDEP/KAROL BAGH/,Cash Deposits
INTERNAL FUND TRANSFER IN,Bank Transfers
NEFT/SBIN517247643754/Indfor,Other
Sweep Trf To: 40900036427,Bank Transfers
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
RAJMATAJI,Other
TRF FRM 409000362497  Indfor,Other
Indiaforensic NFS SETT 16-10-201,Other
FIXED   MOBILE PTE LTD/US,Other
CR711914494024/RMCPL03165/1,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
IMPS O/W  RTN & CHGBACK 2,Other
NEFT/SBIN715246358705/Indfor,Other
RTGS/SBINH18293047756/MS,Other
IRTT00701609696,Other
DSB MUTILTD IndiaforensicMET0503,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
TRF TO  Indiaforensic SERVICES I,Business Services
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
RTGS/ICICH16113766895/Indfor,Other
Indfor INCOME INDO REMI08071,Other
CR827616056272/RMCPL23534/0,Other
TRF FROM  Indiaforensic SERVICES,Business Services
CHQ DEP/199727/OWDEL1/SBI,Other
TRF FRM  Indiaforensic SERVICES,Business Services
CASHDEP/KAROL BAGH/,Cash Deposits
Indiaforensic AEPS NPCI DEP SET,Other
IMPS IW 19082016 4C,Other
PAYU PAYMENTS PRIVATE LIM,Payment Gateways
CASHDEP/PANIPAT/0146,Cash Deposits
CR720117129679/RMCPL13432/2,Other
LOCALCUBE COMMERCE PRIVAT,Business Services
IMPS IW  1C 05.11.2015,Other
PAYU PAYMENTS PRIVATE LIM,Payment Gateways
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
TRF TO  Indiaforensic SERVICES I,Business Services
NEFT/N085180503391694/PAY,Other
Indiaforensic NFS SETT 12-10-201,Other
NEFT/AXISF16158046944/Indfor,Other
NOMISMA MOBILE SOLUTIONS,Finance
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
725017970279,Other
CASHDEP/HAUS KHAS/KAMAL,Cash Deposits
INTERNAL FUND TRANSFER IN,Bank Transfers
NEFT/FDRL656260303/Indiaforensic,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
ZEN LEFIN PVT LTD1701098B,Other
Indiaforensic AEPS NPCI DEP SET,Other
731115869058,Other
TRF FROM Indiaforensic SERVICES,Business Services
IMPS 800218066532 FROM OX,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
Sweep Trf To: 40900036427,Bank Transfers
CASHDEP/GURGAON/,Cash Deposits
714912762316,Other
INTERNAL FUND TRANSFER IN,Bank Transfers
CASHDEP/GURGAON/LCT,Cash Deposits
Indiaforensic RUPAY STL INTC2612,Other
Indiaforensic SERVICES INDIA PVT,Business Services
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
CASHDEP/GURGAON/,Cash Deposits
CASHDEP/GURGAON/,Cash Deposits
BIGTREE ENTERTAINMENT PRI,Entertainment
TRF TO  Indiaforensic SERVICES I,Business Services
TRF FRM  Indiaforensic SERVICES,Business Services
CHQ DEP/609576/OWDEL1/SBI,Other
INDIAIDEAS.COM LTD,Payment Gateways
RTGS/BARBH17027982963/MAK,Other
DSB SHRT CSH Indfor 500X3 30,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
CASHDEP/PITAMPURA/LCT,Cash Deposits
CB822515443583/RMCPL20628/1,Other
P2P NEFT SETTLEMENT  INTE,Other
DSB CASH PICKP Indiaforensic GUR,Cash Deposits
AEPS GST INC DT 20-02-201,Other
PAYU PAYMENTS PRIVATE LIM,Payment Gateways
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
SONATA FINANCE PRIVATE LI,Finance
PAYU PAYMENTS PRIVATE LIM,Payment Gateways
Indiaforensic NFS SETT 09-07-201,Other
CR720117125867/RMCPL12170/2,Other
CHQ DEP/576855/OWDEL1/SBB,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
DD CHARGES,Other
CR800214261153/RMCPL17019/0,Other
CASHDEP/SILVASSA/,Cash Deposits
INTERNAL FUND TRANSFER IN,Bank Transfers
IMPS 210220192C,Other
INDIAIDEAS.COM LTD,Payment Gateways
CASHDEP/NEW-DELHI/,Cash Deposits
CR825812556390/RMCPL13501/1,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
ATM REV 828916002393/BHBF,Other
CR721211953720/RMCPL00010/3,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
AVENUES INDIA PRIVATE LIM,Payment Gateways
BEAT CSH PKP DEL GURG 617,Other
IMPS 1409181C,Other
IMPS IW 14012017 1C,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
BBPS DT 11042018,Other
CASHDEP/PITAMPURA/LCT,Cash Deposits
CASHDEP/HAUS KHAS/GAURAV,Cash Deposits
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
CR/704711562449/RMCPL00223/,Other
RTGS/BARBH17222927897/MAK,Other
IMPS 813914794948 FROM SA,Other
IMPS 280220184C,Other
FDRL/REAL TIME GROSS SETTL,Bank Transfers
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
SONATA FINANCE PRIVATE LI,Finance
FIXED   MOBILE PTE LTD/US,Other
RTGS/SBINH15292284964/Indfor,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
CASHDEP/VIKASMARG/TP/CASH,Cash Deposits
NEFT/N195160169535136/Indfor,Other
IMPS OW 27032017 3C,Other
NEFT/CITIN15616294575/PAY,Other
Indiaforensic AEPS NPCI WDL SET,Other
632918692845,Other
Indiaforensic VISA ACQ INT 25071,Other
TRF FROM  Indiaforensic SERVICES,Business Services
CR801011967300/RMCPL00704/1,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
AEPS INCOME DT 20-07-2018,Other
Indiaforensic SERVICES INDIA PVT,Business Services
BEAT CSH PKP DEL GURG 148,Other
Indiaforensic SERVICES INDIA PVT,Business Services
TRF FROM  Indiaforensic SERVICES,Business Services
CASHDEP/VAPI/,Cash Deposits
CASHDEP/NEW-DELHI/,Cash Deposits
Sweep Trf To: 40900036427,Bank Transfers
NEFT/SBIN917166088890/Indfor,Other
NEFT/AXISF16139017078/Indfor,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
CASHDEP/KAROL BAGH/,Cash Deposits
"Indiaforensic USA, INC./USD/2749",Other
IMPS OW 02032016 3C,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
INTERNAL FUND TRANSFER IN,Bank Transfers
RTGS/ICICH16134722944/Indfor,Other
IRCTC CORPORATE OFFICE AC,Travel
IMPS-733318767220,Other
CASHDEP/KAROL BAGH/,Cash Deposits
CASHDEP/HYDERABAD/,Cash Deposits
ICA 17825 Indiaforensic MC DOM 3,Other
Indiaforensic NFS SETT 08-08-201,Other
Indiaforensic NFS SETT 22-02-201,Other
NEFT/SBIN316197729327/RAJ,Other
AEPS Indiaforensic INCOME 090817,Other
AEPS Indiaforensic S TAX 230417,Other
Indiaforensic NFS SETT 08-10-201,Other
INTERNAL FUND TRANSFER IN,Bank Transfers
RTGS/PUNBH18198633197/PUN,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
CASHDEP/NOIDA/TP,Cash Deposits
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
NEFT/P18091141143260/S B,Other
Indiaforensic VISA ACQ DOM040518,Other
Indiaforensic RUP STL INTC030119,Other
SYNERGISTIC FINANCIAL NET,Other
RTGS/ICICH16083324131/Indfor,Other
RTGS/CITIH17198701607/PAY,Other
SYNERGISTIC FINANCIAL NET,Other
Indiaforensic NFS SETT 13-12-201,Other
NEFT/SBIN917086485797/Indfor,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
CASHDEP/FARIDABAD/TP,Cash Deposits
IMPS OW 16022016 2C,Other
SONATA FINANCE PRIVATE LI,Finance
INDO GIBL Indiaforensic STL31121,Other
MEHAR ENTERTAINMENT PRIVA,Entertainment
P2P NEFT SETTLEMENT  INTE,Other
IMPS OW 14122016 3C,Other
TRF FROM Indiaforensic SERVICES,Business Services
CASHDEP/GURGAON/LCT,Cash Deposits
TRF FRM  Indiaforensic SERVICES,Business Services
RTGS/SBINH18306015995/Indfor,Other
IMPS IW 11012016 2C,Other
VISA POSDOM ACQ SETTL 290,Other
IMPS IW / OW RET 081215 1,Other
CASHDEP/RAJOURI/,Cash Deposits
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
TRF FROM  Indiaforensic SERVICES,Business Services
MICRO ATM WDL FEE DT02011,Other
Indiaforensic AEPS NPCI WDL SET,Other
CASHDEP/KAROL BAGH/,Cash Deposits
INTERNAL FUND TRANSFER IN,Bank Transfers
CASHDEP/GURGAON/,Cash Deposits
AEPS Indiaforensic S TAX 110217,Other
TRF FROM  Indiaforensic SERVICES,Business Services
IRTT00701701829,Other
RTGS/CITIH17199704189/PAY,Other
RUPAY POS ACQ SETTL 17081,Other
TRF TO  Indiaforensic SERVICES I,Business Services
NEFT/N277170380944221/PAY,Other
NEFT/KKBK173394437405/Acc,Other
IMPS OW 11042016 2C,Other
Indfor RIF AEPS NPCI WDL SET,Other
CASHDEP/GURGAON/,Cash Deposits
INTERNAL FUND TRANSFER IN,Bank Transfers
INDIAIDEAS.COM LTD,Payment Gateways
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
IMPS OW 25082016 3C,Other
NEFT/AXISF15217031041/Indfor,Other
CASHDEP/KAROL BAGH/,Cash Deposits
RTGS/SBINH16305216508/Indfor,Other
DSB SHRT CSH Indfor 500X8 07,Other
FDRL/REAL TIME GROSS SETTL,Bank Transfers
CASHDEP/NOIDA/TP,Cash Deposits
PVR LIMITED,Entertainment
IRCTC CORPORATE OFFICE AC,Travel
CASHDEP/NEW-DELHI/,Cash Deposits
Indiaforensic VISA ACQ DOM 31031,Other
Indiaforensic NFS SETT 12-10-201,Other
IRCTC CORPORATE OFFICE AC,Travel
INTERNAL FUND TRANSFER IN,Bank Transfers
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
RTGS/SBINH17146058074/Indfor,Other
IMPS 815919758963 FROM OX,Other
AEPS Indiaforensic GST 130218,Other
IMPS O/W 030915 4C,Other
CASHDEP/KAROL BAGH/,Cash Deposits
RTGS/SBINH16049184685/Indfor,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
RTGS/ICICH15260090717/Indfor,Other
IRCTC CORPORATE OFFICE AC,Travel
NEFT/AXIC171842074487/Indfor,Other
TRF TO Indiaforensic SERVICES IN,Business Services
ICA 17825 Indiaforensic INT07111,Other
IMPS 050318 2C,Other
Sweep Trf To: 40900036427,Bank Transfers
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
Indfor,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
Indiaforensic NFS SETT 12-11-201,Other
RTGS/PUNBH17222230914/Indfor,Other
CASHDEP/VIKASMARG/TP,Cash Deposits
NEFT/AXISF16194094703/Indfor,Other
RTGS/YESBH18087960638/IND,Other
IMPS PENALTY REC 15042016,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
RTGS/CORPH17065930004/RAM,Other
MAW/502964XXXXXX9772/Cudd,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
CR734510327969/RMCPL13078/1,Other
CHQ DEP/13685/OWDEL1/BKID,Other
CASHDEP/GURGAON/,Cash Deposits
CR719217843126/RMCPL10752/1,Other
Indfor,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
CASHDEP/FARIDABAD/TP,Cash Deposits
PBGI01001700095:Bank Guar,Other
Indiaforensic NFS SETT 08-01-201,Other
CASHDEP/HAUS KHAS/NEERAJ,Cash Deposits
RTGS/SBINH15365216498/Indfor,Other
INTERNAL FUND TRANSFER IN,Bank Transfers
TRF FROM  Indiaforensic SERVICES,Business Services
Indiaforensic MASTER ACQ DOM1005,Other
CR800918655088/RMCPL22818/0,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
AVENUES INDIA PRIVATE LIM,Payment Gateways
Indiaforensic VISA ACQ INT 13061,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
INTERNAL FUND TRANSFER IN,Bank Transfers
INTERNAL FUND TRANSFER IN,Bank Transfers
NEFT/N099180515731619/ASH,Other
RTGS/HDFCH18111963958/PAY,Other
IRTT00701517921,Other
TRF TO  Indiaforensic SERVICES I,Business Services
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
CASHDEP/KAROL BAGH/,Cash Deposits
RTGS/YESBH16112619474/Indfor,Other
Indiaforensic NFS SETT 11-08-201,Other
Indiaforensic NFS SETT 18-02-201,Other
FDRL/REAL TIME GROSS SETTL,Bank Transfers
IRCTC CORPORATE OFFICE AC,Travel
CASHDEP/NOIDA/TP,Cash Deposits
NEFT/KKBK162254867238/Acc,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
TRF TO  Indiaforensic SERVICES I,Business Services
FUTURE RETAIL LIMITED (OW,Shopping/Retail
TRF TO Indiaforensic SERVICES IN,Business Services
Indiaforensic RUPAY POS ACQ02091,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
TRF TO  Indiaforensic SERVICES I,Business Services
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
Indiaforensic NFS SETT 18-06-201,Other
CR719610595032/RMCPL11227/1,Other
5088880418125133 008201 1,Other
CASHDEP/HAUS KHAS/AMIT,Cash Deposits
NEFT/SBIN218135983677/Indfor,Other
RTGS/IDFBH17054300379/ART,Other
RTGS/HDFCH16249056367/Indfor,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
INDO GIBL Indiaforensic STL14021,Other
Indiaforensic NFS SETT 19-06-201,Other
DSB CASH PICKP Indiaforensic MET,Cash Deposits
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
NEFT/N046180475854848/PAY,Other
NEFT/AXISF16049064274/Indfor,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
CASHDEP/NOIDA/TP,Cash Deposits
Indiaforensic RUP SETT 250119-2C,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
CR732217339023/RMCPL17076/1,Other
Indiaforensic RUPAY POS ACQ22091,Other
NEFT/FDRL428254337/Indiaforensic,Other
IMPS OW 13042016 3C,Other
Indiaforensic RUPAY SETT 160918,Other
CR827512807484/RMCPL23812/0,Other
CR800813863511/RMCPL14780/0,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
CASHDEP/VILE-PARLE/,Cash Deposits
TRF FROM  Indiaforensic SERVICES,Business Services
MICRO ATM GST DATED 28121,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
IMPS IW 16042016 1C,Other
AEPS Indiaforensic INCOME 040617,Other
INTERNAL FUND TRANSFER IN,Bank Transfers
IRTT00701719560,Other
INDIAIDEAS.COM LTD,Payment Gateways
NEFT/N257170368350443/PAY,Other
INTERNAL FUND TRANSFER IN,Bank Transfers
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
CR732217329058/RMCPL16911/1,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
Indiaforensic NFS SETT 08-10-201,Other
NEFT/YESBN15189110479/Indfor,Other
RTGS/ICICH17010629628/Indfor,Other
TRF TO  Indiaforensic ONLINE SER,Other
TRF FROM  Indiaforensic SERVICES,Business Services
CASHDEP/PANIPAT/0146,Cash Deposits
CASHDEP/NOIDA/TP,Cash Deposits
Indiaforensic AEPS NPCI WDL SET,Other
Sweep Trf To: 40900036427,Bank Transfers
PVR LIMITED,Entertainment
MEHAR ENTERTAINMENT PRIVA,Entertainment
TRF FROM  Indiaforensic SERVICES,Business Services
TRF TO  Indiaforensic SERVICES I,Business Services
OXYGEN NFS SETT 07-07-201,Other
MAW/502964XXXXXX1212/Cudd,Other
TRF TOESC,Other
AVENUES INDIA PRIVATE LIM,Payment Gateways
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
MASTER POSDOM ACQ SETTL06,Other
RTGS/ICICH18299830596/Indfor,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
TRF TO  Indiaforensic SERVICES I,Business Services
709814174142,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
NEFT/SBIN818289815438/JAY,Other
CASHDEP/BHI-RIICO/,Cash Deposits
MAW/502964XXXXXX2110/NAGA,Other
NEFT/PUNBH18127972205/PUN,Other
TRF TO Indiaforensic SERVICES IN,Business Services
Indiaforensic SERVICES INDIA PVT,Business Services
INTERNAL FUND TRANSFER IN,Bank Transfers
Indiaforensic NFS SETT 07-12-201,Other
CR822011194168/RMCPL21556/0,Other
IMPS 250417 1C,Other
NEFT/BARBH17086648957/MAK,Other
RUPAY POS ACQ SETTL 06111,Other
TRF TO  Indiaforensic SERVICES I,Business Services
AVENUES INDIA PRIVATE LIM,Payment Gateways
SONATA FINANCE PRIVATE LI,Finance
Indiaforensic AEPS NPCI WDL SET,Other
INTERNAL FUND TRANSFER IN,Bank Transfers
CASHDEP/NOIDA/TP,Cash Deposits
CASHDEP/GURGAON/,Cash Deposits
Indiaforensic  RUPAY SETT 221118,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
AEPS Indiaforensic INCOME 310816,Other
CASHDEP/DOMBIVLI-E/,Cash Deposits
RTGS/SBINH16277144332/Indfor,Other
INTERNAL FUND TRANSFER IN,Bank Transfers
NEFT/SBIN915260558646/Indfor,Other
BIGTREE ENTERTAINMENT PRI,Entertainment
MAW/5029649812210102/Vals,Other
TRF FROM  Indiaforensic SERVICES,Business Services
IMPS OW 19092016 2C,Other
728620674440,Other
CASHDEP/RAJOURI/,Cash Deposits
AVENUES INDIA PRIVATE LIM,Payment Gateways
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
SHREEJEE PRIME INFOTECH P,Other
Indiaforensic MASTER ACQ DOM INT,Other
DSB CASH PICKP IndiaforensicMET0,Cash Deposits
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
Indiaforensic AEPS NPCI WDL SET,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
Indfor INCOME INDO REMI13071,Other
TRF TOESC,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
BIDDERBOY CORPORATION,Other
CASHDEP/INDORE/,Cash Deposits
Indiaforensic SERVICES INDIA PVT,Business Services
CASHDEP/HAUS KHAS/KAMAL,Cash Deposits
IMPS IW 01022017 2C,Other
TRF FRM  Indiaforensic SERVICES,Business Services
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
CHQ DEP/727117/OWDEL1/SBI,Other
RTGS/HDFCH16224092241/Indfor,Other
PAYU PAYMENTS PRIVATE LIM,Payment Gateways
BEAT CSH PKP DEL GURG 148,Other
IRTT00701708644,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
BEAT CASH PICKP DELH 2911,Other
BEAT CSH PKP DEL GURG 550,Other
MICRO ATM GST DATED 12121,Other
TRF FROM  Indiaforensic SERVICES,Business Services
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
IMPS 210417 1C,Other
NEFT/FDRL428254374/Indiaforensic,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
NFS MICRO ATM GST DATED 2,Other
MICRO ATM INC DATED 16111,Other
AEPS Indiaforensic S TAX 010717,Other
TRF FROM  Indiaforensic SERVICES,Business Services
FDRL/REAL TIME GROSS SETTL,Bank Transfers
TRF FROM Indiaforensic SERVICES,Business Services
IMPS 250420182C,Other
RUPAY POS ACQ SETTL 05061,Other
Indiaforensic NFS SETT 08-12-201,Other
NEFT/AXISF16131090848/Indfor,Other
CASHDEP/RAJOURI/,Cash Deposits
IMPS 814621837110 FROM OX,Other
MICRO ATM INC DATED 24091,Other
RTGS/SBINH16361049358/Indfor,Other
Indiaforensic AEPS NPCI WDL SET,Other
CR725610951930/RMCPL15646/1,Other
TECHJINI DIGITAL SERVICES,Other
Indiaforensic SERVICES INDIA PVT,Business Services
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
727219957476,Other
BBPS DT 31012019,Other
"Indiaforensic USA, INC./USD/4990",Other
Sweep Trf To: 40900036427,Bank Transfers
TRF TO  Indiaforensic SERVICES I,Business Services
TRF TO  Indiaforensic SERVICES I,Business Services
AVENUES INDIA PRIVATE LIM,Payment Gateways
AEPS ACQ CR ADJ FEES 1809,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
CASHDEP/SURAT/,Cash Deposits
INDO GIBL Indiaforensic STL15061,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
IMPS 806614457561 FROM SA,Other
NEFT/SBIN318150642172/LAL,Other
MAW/502964XXXXXX8671/Karu,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
IMPS 906414051018 FROM SA,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
726519341784,Other
BEAT CASH PICKP DELH 1206,Other
CASHDEP/PANIPAT/0146,Cash Deposits
VVC CARDS CANCELLED WITH,Other
Sweep Trf To: 40900036427,Bank Transfers
CASHDEP/NAVPADA/,Cash Deposits
CASHDEP/BHI-RIICO/,Cash Deposits
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
NEFT/SBIN618200438964/Indfor,Other
Indiaforensic NFS SETT 07-09-201,Other
CASHDEP/KAROL BAGH/,Cash Deposits
TRANGLO SDN BHD/USD/50000,Other
IMPS 1509181C,Other
P2P NEFT SETTLEMENT  INTE,Other
CASHDEP/CHANDNICHK/LCT,Cash Deposits
NEFT/SBIN417080713726/NAR,Other
Indiaforensic AEPS NPCI DEP SET,Other
CHQ DEP/202028/OWDEL1/SBI,Other
Indiaforensic NFS SETT 17-12-201,Other
TRF FROM  Indiaforensic SERVICES,Business Services
BEAT CSH PKP DEL GURGA 80,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
TRF FROM  Indiaforensic SERVICES,Business Services
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
NEFT/SBIN816320742403/Indfor,Other
CHQ DEP/812792/OWDEL1/SYN,Other
TRF TO  Indiaforensic SERVICES I,Business Services
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
INTERNAL FUND TRANSFER IN,Bank Transfers
CHQ DEPOSIT RETURN/286824,Other
CR718412935325/RMCPL14596/0,Other
INDIAIDEAS.COM LTD,Payment Gateways
RTGS/YESBH16323231286/Indfor,Other
CASHDEP/HAUS KHAS/JASSI,Cash Deposits
VOYLLA FASHIONS PRIVATE L,Other
